id;label
53489;Swiping Up
67948;Swiping Up
115223;Swiping Right
141069;Swiping Right
93734;Swiping Left
76971;Swiping Up
46036;No gesture
125292;Swiping Up
95473;No gesture
23462;Swiping Up
109560;Swiping Up
81902;Swiping Up
36317;Swiping Right
40072;Swiping Right
133234;Swiping Left
109299;No gesture
101828;Swiping Up
31700;No gesture
112044;Swiping Right
38338;Swiping Down
44081;Swiping Up
47610;Swiping Up
39201;No gesture
21842;Swiping Down
9560;Swiping Down
58439;Swiping Up
68155;Swiping Right
144159;No gesture
26641;Swiping Right
73455;Swiping Right
142526;Swiping Left
35701;No gesture
37199;Swiping Down
124580;Swiping Down
77482;Swiping Up
28418;Swiping Up
99707;Swiping Left
73304;Swiping Left
135773;No gesture
88424;Swiping Up
4173;Swiping Left
67865;No gesture
54493;Swiping Left
75168;Swiping Up
7387;No gesture
22205;Swiping Left
773;Swiping Down
135705;Swiping Up
143763;Swiping Down
27084;No gesture
71732;No gesture
116222;No gesture
64644;Swiping Down
65106;Swiping Down
62472;Swiping Up
38785;Swiping Down
75085;Swiping Down
142105;No gesture
21035;Swiping Up
99675;Swiping Up
25242;Swiping Up
22869;Swiping Down
144086;Swiping Up
81705;Swiping Left
7564;Swiping Up
3191;Swiping Down
10311;Swiping Down
63967;No gesture
93547;No gesture
44223;Swiping Down
37150;No gesture
50836;Swiping Up
87239;No gesture
102349;Swiping Right
17008;Swiping Up
63560;Swiping Up
109028;Swiping Left
51046;Swiping Right
76781;Swiping Right
100637;No gesture
89278;Swiping Right
87572;No gesture
51922;Swiping Left
84982;Swiping Right
1383;No gesture
97980;Swiping Left
52397;Swiping Down
59340;Swiping Left
109016;No gesture
25104;No gesture
114992;No gesture
91551;Swiping Up
74300;Swiping Down
74046;Swiping Right
124280;Swiping Down
130964;Swiping Up
11014;Swiping Left
113770;Swiping Left
92959;Swiping Up
91092;Swiping Left
131500;Swiping Down
4297;Swiping Left
62261;Swiping Up
48635;Swiping Down
51315;Swiping Left
67541;Swiping Up
24435;Swiping Right
42067;No gesture
54435;Swiping Left
61035;Swiping Left
147675;Swiping Down
111511;Swiping Down
80123;Swiping Right
133794;Swiping Left
25336;Swiping Left
53739;Swiping Up
84510;No gesture
49690;Swiping Left
36411;Swiping Down
7664;Swiping Right
136074;No gesture
144265;Swiping Down
141244;Swiping Down
10656;No gesture
94458;No gesture
81061;Swiping Right
113229;Swiping Right
125571;Swiping Up
12578;Swiping Down
95006;Swiping Left
34536;Swiping Down
24464;No gesture
135598;Swiping Right
133679;Swiping Down
6495;Swiping Up
14614;Swiping Up
136439;Swiping Up
25506;Swiping Right
108976;Swiping Right
86459;No gesture
20882;Swiping Up
23701;Swiping Up
30967;Swiping Right
99359;Swiping Left
14539;No gesture
28886;Swiping Right
15951;Swiping Up
48720;Swiping Left
20154;Swiping Left
98374;Swiping Up
36636;Swiping Right
125596;Swiping Left
115632;Swiping Up
96980;Swiping Up
38198;Swiping Right
114436;No gesture
145147;Swiping Left
81004;Swiping Right
31306;Swiping Down
21110;Swiping Down
116206;No gesture
23513;Swiping Down
42610;Swiping Down
23758;Swiping Left
12371;Swiping Left
77403;No gesture
35938;Swiping Up
34932;Swiping Up
72833;Swiping Down
123791;Swiping Left
37773;Swiping Down
28197;No gesture
91102;Swiping Right
127573;Swiping Right
13650;Swiping Up
34935;Swiping Right
71876;Swiping Down
146236;Swiping Right
137326;Swiping Left
117703;Swiping Up
76182;Swiping Left
30358;Swiping Down
31569;Swiping Up
19984;Swiping Left
95448;Swiping Left
110523;No gesture
110167;No gesture
104696;No gesture
15243;No gesture
138842;Swiping Left
93234;Swiping Left
70262;Swiping Left
119307;Swiping Left
138421;Swiping Up
71465;Swiping Down
16157;Swiping Up
48844;Swiping Up
22592;Swiping Up
122223;No gesture
19027;Swiping Right
21994;No gesture
88636;No gesture
46304;Swiping Right
65216;Swiping Up
70046;Swiping Up
94890;Swiping Right
115681;Swiping Down
91901;Swiping Up
48606;Swiping Left
76608;Swiping Down
77586;Swiping Down
32760;Swiping Down
83946;Swiping Left
130432;Swiping Down
98521;Swiping Down
6625;Swiping Down
5589;Swiping Left
135719;Swiping Up
31844;Swiping Down
147060;Swiping Right
54259;No gesture
136093;Swiping Left
105165;Swiping Down
12058;Swiping Left
8085;Swiping Down
127253;Swiping Right
97916;No gesture
26799;Swiping Down
30970;Swiping Down
104341;Swiping Up
36915;Swiping Down
94141;Swiping Right
68371;Swiping Down
49786;Swiping Up
2259;No gesture
125893;Swiping Down
27274;Swiping Down
8398;No gesture
73547;Swiping Down
1635;Swiping Right
123128;Swiping Down
88245;Swiping Up
138155;No gesture
89280;No gesture
36887;Swiping Right
142858;Swiping Left
122397;Swiping Down
121491;Swiping Up
111083;Swiping Down
87313;Swiping Down
54517;Swiping Left
140067;No gesture
6858;No gesture
7792;Swiping Right
33989;Swiping Left
53056;Swiping Down
45044;Swiping Down
125897;Swiping Right
147313;Swiping Left
104351;Swiping Right
100144;Swiping Right
140383;Swiping Left
137332;Swiping Right
81444;Swiping Right
98129;Swiping Up
4508;No gesture
26671;Swiping Up
62803;Swiping Up
127290;No gesture
127229;Swiping Up
80791;Swiping Right
85896;Swiping Left
94288;Swiping Left
33534;Swiping Down
46933;Swiping Right
33360;No gesture
59539;Swiping Up
4255;Swiping Left
91023;Swiping Right
109682;No gesture
136073;Swiping Up
142466;Swiping Down
14024;No gesture
28447;Swiping Up
87394;No gesture
103648;No gesture
36923;Swiping Up
147647;Swiping Right
43280;No gesture
13608;No gesture
55934;Swiping Right
136988;Swiping Up
74086;Swiping Down
85893;Swiping Right
6557;No gesture
87202;Swiping Right
121922;Swiping Left
50713;Swiping Right
6965;No gesture
112183;Swiping Up
25435;No gesture
105138;No gesture
100899;No gesture
85205;Swiping Up
30342;Swiping Right
134480;Swiping Right
103503;Swiping Down
74961;Swiping Right
52417;No gesture
39840;Swiping Left
14986;Swiping Right
75734;Swiping Right
33773;Swiping Up
110284;Swiping Left
109114;Swiping Left
119488;Swiping Right
117026;Swiping Left
36725;Swiping Down
104259;No gesture
1502;Swiping Down
145293;Swiping Down
50503;Swiping Left
84634;Swiping Right
14726;Swiping Up
113293;Swiping Up
73527;Swiping Left
115200;Swiping Left
9872;Swiping Right
29798;Swiping Left
91081;No gesture
49664;Swiping Right
104729;No gesture
46836;Swiping Down
15308;Swiping Left
81392;No gesture
114135;Swiping Down
22344;Swiping Right
71231;Swiping Right
55694;Swiping Right
21069;Swiping Up
10339;Swiping Up
108835;Swiping Down
63068;Swiping Right
100437;Swiping Up
121448;Swiping Down
140457;Swiping Down
6113;Swiping Right
34526;No gesture
69020;No gesture
107128;Swiping Left
49331;Swiping Down
30005;Swiping Right
6332;Swiping Left
8395;Swiping Down
29196;Swiping Left
21276;Swiping Right
15878;No gesture
68617;Swiping Up
69254;Swiping Down
64635;Swiping Up
116150;Swiping Left
46011;No gesture
77332;No gesture
137030;Swiping Right
132265;Swiping Right
96232;Swiping Up
137588;Swiping Up
68230;No gesture
139508;Swiping Up
44475;Swiping Right
135060;Swiping Up
33291;Swiping Right
54678;Swiping Right
8598;Swiping Up
27132;No gesture
26634;Swiping Down
126505;No gesture
95666;Swiping Right
5674;Swiping Up
85973;Swiping Right
15312;Swiping Left
39134;Swiping Up
112937;Swiping Left
140486;Swiping Down
41086;Swiping Down
132186;Swiping Up
83800;Swiping Left
139804;Swiping Down
61760;Swiping Left
14139;No gesture
56024;Swiping Right
12037;Swiping Up
113837;Swiping Down
9978;Swiping Up
4633;Swiping Down
70477;Swiping Down
87465;Swiping Right
127402;No gesture
125670;Swiping Down
101680;No gesture
57224;Swiping Left
2660;Swiping Left
88467;Swiping Down
43620;Swiping Left
12607;No gesture
50968;Swiping Down
33811;Swiping Right
65221;No gesture
60959;No gesture
47487;No gesture
74264;Swiping Left
52382;Swiping Up
82457;Swiping Left
64497;Swiping Left
8438;Swiping Down
117428;Swiping Right
143368;Swiping Left
127394;Swiping Down
2163;Swiping Right
22329;Swiping Right
142191;No gesture
4769;Swiping Right
110864;Swiping Down
3988;No gesture
127787;Swiping Left
69286;No gesture
133833;No gesture
48489;Swiping Left
50180;Swiping Right
1884;No gesture
96723;Swiping Left
82572;Swiping Down
118294;Swiping Up
5940;Swiping Left
127631;No gesture
90594;Swiping Up
128553;No gesture
27390;Swiping Left
20841;Swiping Left
60126;Swiping Down
78869;Swiping Right
87330;No gesture
111911;Swiping Right
31146;No gesture
35160;Swiping Up
26427;Swiping Right
57665;Swiping Down
59157;Swiping Down
61607;Swiping Left
87170;Swiping Left
40732;No gesture
79555;Swiping Up
134562;Swiping Right
127252;Swiping Left
21167;Swiping Right
46084;No gesture
42275;Swiping Right
101631;Swiping Left
12787;Swiping Down
38881;Swiping Right
91500;Swiping Right
143009;No gesture
63147;No gesture
10760;Swiping Left
44443;Swiping Up
137687;Swiping Left
37802;Swiping Left
38740;Swiping Up
80515;Swiping Right
21051;Swiping Down
124517;No gesture
60436;Swiping Down
71582;Swiping Up
134712;Swiping Down
121517;No gesture
22915;Swiping Left
110962;Swiping Right
101158;Swiping Up
50521;Swiping Left
136111;Swiping Left
130535;Swiping Down
99745;No gesture
108938;Swiping Up
19005;Swiping Left
17484;Swiping Right
31170;Swiping Right
91768;Swiping Up
105900;No gesture
44274;Swiping Right
62308;Swiping Left
122514;Swiping Up
38766;No gesture
78494;No gesture
79570;Swiping Up
13141;Swiping Left
60097;Swiping Right
32972;No gesture
34761;Swiping Up
1024;Swiping Right
50220;Swiping Left
62364;Swiping Left
139607;Swiping Left
14151;Swiping Right
147373;Swiping Right
59380;Swiping Right
30791;No gesture
15720;Swiping Down
62582;Swiping Up
3247;Swiping Left
32484;Swiping Down
96690;No gesture
112414;Swiping Down
105575;Swiping Right
39163;Swiping Left
74326;Swiping Down
3398;Swiping Right
13428;Swiping Up
22707;Swiping Right
74316;Swiping Up
71656;Swiping Left
119346;Swiping Right
110683;Swiping Up
74412;No gesture
7638;Swiping Left
35716;Swiping Up
86307;Swiping Down
1037;Swiping Left
109272;Swiping Right
57325;Swiping Right
73259;Swiping Left
128469;Swiping Left
114388;Swiping Left
77986;Swiping Left
118887;Swiping Down
54608;Swiping Right
2850;No gesture
31047;No gesture
42135;Swiping Left
77653;Swiping Right
80222;Swiping Down
112636;No gesture
100262;No gesture
31041;Swiping Left
72982;Swiping Left
52670;Swiping Up
52420;Swiping Left
100879;Swiping Up
3549;Swiping Down
91024;No gesture
123761;Swiping Down
88681;Swiping Up
128392;Swiping Left
136693;No gesture
49303;Swiping Up
55021;No gesture
103110;Swiping Up
25839;No gesture
43658;No gesture
5836;No gesture
28065;Swiping Right
8587;Swiping Up
81265;Swiping Left
57431;No gesture
14618;Swiping Left
52705;Swiping Left
117529;Swiping Right
124763;Swiping Left
65685;No gesture
89562;No gesture
30436;Swiping Up
54577;No gesture
26684;Swiping Up
3949;Swiping Up
38996;Swiping Left
130339;Swiping Right
6409;No gesture
123499;Swiping Up
79186;Swiping Up
76979;Swiping Right
14885;Swiping Left
9129;Swiping Right
107397;Swiping Up
61243;Swiping Left
147031;Swiping Right
130103;Swiping Up
58024;Swiping Down
135134;Swiping Right
145667;No gesture
53422;Swiping Left
32071;No gesture
112842;Swiping Down
19896;No gesture
72670;Swiping Up
145565;No gesture
99633;Swiping Left
97384;Swiping Down
95441;Swiping Left
104323;Swiping Left
38857;Swiping Right
147251;No gesture
85680;Swiping Up
61093;Swiping Down
49174;Swiping Right
21718;Swiping Right
11954;Swiping Up
2700;Swiping Up
37175;No gesture
45629;Swiping Down
17661;Swiping Right
142003;Swiping Left
119164;Swiping Right
147444;Swiping Up
88016;No gesture
132712;Swiping Left
135257;Swiping Left
73987;Swiping Down
1940;No gesture
147375;Swiping Down
5426;No gesture
41015;Swiping Left
30637;Swiping Left
145105;Swiping Right
19301;Swiping Down
104747;Swiping Down
4737;No gesture
53365;Swiping Right
92037;Swiping Left
8518;Swiping Down
95546;No gesture
69625;Swiping Right
27214;Swiping Up
17502;No gesture
138520;No gesture
123270;Swiping Left
95890;Swiping Left
20244;Swiping Down
81538;Swiping Left
59065;Swiping Right
135263;Swiping Right
33436;Swiping Left
9570;Swiping Down
26794;Swiping Up
137459;No gesture
607;Swiping Right
62056;Swiping Down
77144;No gesture
117013;Swiping Down
65814;No gesture
77151;Swiping Left
80334;Swiping Right
132083;Swiping Down
38671;Swiping Down
96036;Swiping Up
67424;Swiping Down
138759;Swiping Left
113432;No gesture
142892;Swiping Down
93811;No gesture
64648;Swiping Down
139657;Swiping Up
37774;Swiping Up
31695;Swiping Down
105891;Swiping Right
123878;No gesture
93389;Swiping Right
148061;Swiping Right
38118;Swiping Right
119898;Swiping Up
20325;Swiping Down
95246;Swiping Down
53368;Swiping Up
118225;Swiping Up
61214;Swiping Up
129239;No gesture
127796;Swiping Right
94444;No gesture
68240;Swiping Left
141280;Swiping Up
112890;Swiping Up
91595;No gesture
10107;No gesture
131698;Swiping Left
8290;No gesture
147513;Swiping Up
103697;Swiping Down
26264;Swiping Right
128519;Swiping Left
21534;Swiping Down
134120;Swiping Down
30388;Swiping Up
14586;Swiping Left
40786;No gesture
95477;Swiping Down
101625;Swiping Right
112258;Swiping Up
90166;Swiping Right
130999;Swiping Right
38937;No gesture
137479;Swiping Right
46150;Swiping Left
19885;Swiping Up
108067;No gesture
13548;Swiping Down
25573;Swiping Up
72406;Swiping Left
92828;Swiping Right
59950;Swiping Left
128895;No gesture
141124;Swiping Left
125186;Swiping Up
75402;No gesture
54625;Swiping Right
76752;Swiping Up
118978;Swiping Right
5192;Swiping Down
24948;Swiping Down
106986;Swiping Up
82569;No gesture
94959;Swiping Up
128571;No gesture
96367;No gesture
1582;Swiping Down
147753;Swiping Down
3076;No gesture
75743;Swiping Right
128487;Swiping Up
112091;Swiping Right
144145;No gesture
144784;Swiping Down
92771;Swiping Up
2625;Swiping Up
82395;No gesture
126896;Swiping Right
21978;No gesture
135973;Swiping Up
109606;Swiping Right
4673;Swiping Left
98795;Swiping Left
60644;No gesture
5514;No gesture
98188;No gesture
91967;Swiping Left
115861;Swiping Up
54765;Swiping Left
2891;Swiping Right
139156;No gesture
25640;No gesture
49519;Swiping Up
14613;Swiping Down
117693;Swiping Up
68488;Swiping Up
88816;Swiping Right
68570;Swiping Up
9104;No gesture
53296;Swiping Down
117339;Swiping Left
111783;Swiping Left
86127;No gesture
102048;Swiping Down
87506;Swiping Up
88517;Swiping Down
90178;Swiping Down
2127;Swiping Up
9452;Swiping Right
100178;No gesture
101209;No gesture
13520;Swiping Left
77756;Swiping Right
10473;Swiping Down
23405;Swiping Left
34197;No gesture
11985;Swiping Right
38983;Swiping Right
102398;Swiping Up
11097;No gesture
14705;Swiping Right
105340;No gesture
57726;Swiping Left
120905;No gesture
129255;Swiping Left
124245;Swiping Left
9904;Swiping Left
109660;No gesture
141417;Swiping Right
147709;Swiping Left
12864;No gesture
142616;Swiping Down
146501;Swiping Right
51416;No gesture
23671;Swiping Left
71651;Swiping Right
132770;Swiping Down
14660;Swiping Up
51983;Swiping Right
131242;Swiping Left
135903;Swiping Up
24882;Swiping Up
145662;No gesture
65645;Swiping Right
43013;No gesture
79021;Swiping Right
13099;No gesture
93886;Swiping Right
144657;Swiping Down
119466;Swiping Up
45208;No gesture
59390;Swiping Left
67376;Swiping Left
91287;Swiping Right
78197;Swiping Down
94463;Swiping Right
79895;No gesture
162;Swiping Left
87524;Swiping Right
47678;Swiping Down
117444;Swiping Left
104874;Swiping Left
45458;Swiping Down
85676;Swiping Down
111942;Swiping Left
123084;Swiping Right
27863;Swiping Down
17952;Swiping Down
19921;Swiping Left
95511;Swiping Left
854;Swiping Left
111825;Swiping Right
2602;Swiping Left
56432;Swiping Up
133353;Swiping Up
40365;Swiping Left
50232;No gesture
21446;Swiping Up
112335;Swiping Down
42552;Swiping Up
142280;Swiping Right
9743;Swiping Right
41426;Swiping Down
101409;Swiping Up
108080;Swiping Down
28139;Swiping Up
62442;Swiping Left
73722;Swiping Right
170;No gesture
104281;Swiping Left
96034;Swiping Up
114832;No gesture
63238;Swiping Right
113723;Swiping Right
1787;Swiping Up
116306;Swiping Down
6972;Swiping Down
135934;No gesture
29707;Swiping Right
108961;Swiping Right
135295;No gesture
14551;Swiping Left
29528;Swiping Up
139513;Swiping Left
45065;No gesture
110421;Swiping Up
78062;Swiping Left
49736;Swiping Left
42030;Swiping Right
16451;Swiping Left
92287;Swiping Right
122828;Swiping Right
136955;Swiping Down
79199;Swiping Down
50484;No gesture
62669;Swiping Down
29061;Swiping Right
121862;No gesture
73969;Swiping Down
31625;Swiping Right
118019;Swiping Down
117325;Swiping Left
52249;No gesture
130289;Swiping Down
121912;Swiping Down
73674;No gesture
46128;Swiping Down
12769;No gesture
138900;Swiping Right
86925;Swiping Up
72623;Swiping Right
137285;Swiping Right
86227;Swiping Left
18704;No gesture
74664;No gesture
100250;Swiping Down
141284;Swiping Down
8449;Swiping Right
32340;No gesture
58708;Swiping Up
123169;Swiping Left
80110;Swiping Up
66388;No gesture
75217;Swiping Right
139566;No gesture
103926;Swiping Left
39906;Swiping Down
93625;Swiping Left
9303;Swiping Up
885;Swiping Up
139023;No gesture
10745;Swiping Up
29466;Swiping Up
89692;Swiping Down
101521;Swiping Right
147573;Swiping Right
46724;Swiping Right
95234;Swiping Up
9368;Swiping Right
25843;Swiping Up
13328;Swiping Right
21556;Swiping Left
31638;Swiping Left
61279;Swiping Down
79033;Swiping Left
68561;Swiping Up
32425;Swiping Right
26372;Swiping Left
48725;Swiping Right
126994;Swiping Down
66743;Swiping Up
48528;Swiping Left
55459;Swiping Left
141418;Swiping Right
3996;No gesture
12293;Swiping Right
105087;No gesture
100345;No gesture
37011;Swiping Right
29952;Swiping Up
93445;Swiping Right
31381;Swiping Right
72760;Swiping Right
107742;Swiping Left
134876;Swiping Right
91732;No gesture
110020;No gesture
57872;Swiping Up
100296;No gesture
145740;No gesture
27500;Swiping Down
101711;Swiping Up
112714;Swiping Down
113728;No gesture
5448;Swiping Up
